EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10044837,PISCATAQUIS CO.,,08/26/1970,1500,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,21,,0,0,,,0,0,0,,0,,,08/26/1970,1500,45.2,-69.18,,,,,125
10044838,PISCATAQUIS CO.,,08/26/1970,1505,Hail,0.75,,0,0,0,0,ME,CST,,,C,21,,0,0,,,0,0,0,,0,,,08/26/1970,1505,45.08,-69.4,,,,,126
10044839,CO.,,08/26/1970,1515,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,0,,0,0,,,0,0,0,,0,,,08/26/1970,1515,45.08,-69,,,,,127
10044840,ANDROSCOGGIN CO.,,09/25/1970,1400,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,1,,0,0,,,0,0,0,,0,,,09/25/1970,1400,44.38,-70.18,,,,,128
10044841,AROOSTOOK CO.,,10/03/1970,1415,Thunderstorm Wind,52,,0,0,0,0,ME,CST,,,C,3,,0,0,,,0,0,0,,0,,,10/03/1970,1415,46.88,-68,,,,,129
10044842,CUMBERLAND CO.,,10/03/1970,1700,Tornado,0,,0,0,2500,0,ME,CST,,,C,5,,0,0,,,1.2,100,0,,0,,,10/03/1970,1700,43.9,-70.7,,,,,130
10044843,SOMERSET CO.,,10/03/1970,1830,Tornado,0,F1,0,0,25000,0,ME,CST,,,C,25,,0,0,,,9.5,150,0,,0,,,10/03/1970,1830,44.8,-69.4,44.88,-69.23,,,131
10044844,OXFORD CO.,,11/21/1970,225,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,17,,0,0,,,0,0,0,,0,,,11/21/1970,225,44.5,-70.58,,,,,132
10044845,PISCATAQUIS CO.,,06/07/1971,1500,Hail,1.25,,0,0,0,0,ME,CST,,,C,21,,0,0,,,0,0,0,,0,,,06/07/1971,1500,45.2,-69.18,,,,,133
10044846,OXFORD CO.,,06/08/1971,1540,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,17,,0,0,,,0,0,0,,0,,,06/08/1971,1540,44.08,-71,,,,,134
10044847,FRANKLIN CO.,,06/21/1971,1050,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,7,,0,0,,,0,0,0,,0,,,06/21/1971,1050,44.7,-70.18,,,,,135
10044848,PENOBSCOT CO.,,06/30/1971,1620,Tornado,0,F2,0,0,250000,0,ME,CST,,,C,19,,0,0,,,13.3,33,0,,0,,,06/30/1971,1620,45.87,-68.6,45.87,-68.32,,,136
10044849,ANDROSCOGGIN CO.,,06/30/1971,1620,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,1,,0,0,,,0,0,0,,0,,,06/30/1971,1620,44.08,-70.18,,,,,137
10044850,PENOBSCOT CO.,,07/01/1971,1200,Thunderstorm Wind,52,,0,0,0,0,ME,CST,,,C,19,,0,0,,,0,0,0,,0,,,07/01/1971,1200,44.88,-68.9,,,,,138
10044851,PENOBSCOT CO.,,07/01/1971,1215,Thunderstorm Wind,50,,0,0,0,0,ME,CST,,,C,19,,0,0,,,0,0,0,,0,,,07/01/1971,1215,44.88,-68.68,,,,,139
10044852,AROOSTOOK CO.,,07/01/1971,1345,Tornado,0,F1,0,0,250000,0,ME,CST,,,C,3,,0,0,,,1,30,0,,0,,,07/01/1971,1345,46.87,-68.17,,,,,140
10044853,CO.,,07/16/1971,1700,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,0,,0,0,,,0,0,0,,0,,,07/16/1971,1700,46,-67.78,,,,,141
10044854,ANDROSCOGGIN CO.,,07/31/1971,1245,Tornado,0,F2,0,1,250000,0,ME,CST,,,C,1,,0,0,,,1.9,200,0,,0,,,07/31/1971,1245,44.5,-70.25,44.52,-70.3,,,142
10044855,ANDROSCOGGIN CO.,,07/31/1971,1325,Tornado,0,F2,0,0,250000,0,ME,CST,,,C,1,,0,0,,,0.5,10,0,,0,,,07/31/1971,1325,44.37,-70.17,,,,,143
10044856,KENNEBEC CO.,,07/31/1971,1400,Tornado,0,F2,0,0,250000,0,ME,CST,,,C,11,,0,0,,,2,33,0,,0,,,07/31/1971,1400,44.4,-69.98,,,,,144
10044857,OXFORD CO.,,08/11/1971,1132,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,17,,0,0,,,0,0,0,,0,,,08/11/1971,1132,44.38,-70.78,,,,,145
10044858,CUMBERLAND CO.,,08/11/1971,1145,Tornado,0,F1,0,0,2500,0,ME,CST,,,C,5,,0,0,,,2,33,0,,0,,,08/11/1971,1145,44.07,-70.8,,,,,146
10044859,OXFORD CO.,,08/11/1971,1145,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,17,,0,0,,,0,0,0,,0,,,08/11/1971,1145,44.2,-70.5,,,,,147
10044860,SOMERSET CO.,,08/11/1971,1200,Tornado,0,F1,0,0,25000,0,ME,CST,,,C,25,,0,0,,,0.2,33,0,,0,,,08/11/1971,1200,45.07,-69.9,,,,,148
10044861,AROOSTOOK CO.,,10/12/1971,1440,Tornado,0,F1,0,0,250,0,ME,CST,,,C,3,,0,0,,,0.1,3,0,,0,,,10/12/1971,1440,47.3,-68.63,,,,,149
10044862,SOMERSET CO.,,11/07/1971,1020,Tornado,0,F2,0,0,25000,0,ME,CST,,,C,25,,0,0,,,4.1,60,0,,0,,,11/07/1971,1020,44.75,-69.77,44.8,-69.7,,,150
10044863,PENOBSCOT CO.,,11/07/1971,1100,Tornado,0,F2,0,0,25000,0,ME,CST,,,C,19,,0,0,,,5.1,3,0,,0,,,11/07/1971,1100,45.4,-68.5,45.47,-68.43,,,151
10044864,PENOBSCOT CO.,,11/07/1971,1200,Tornado,0,F2,0,0,250,0,ME,CST,,,C,19,,0,0,,,0.1,17,0,,0,,,11/07/1971,1200,45.4,-68.13,,,,,152
10044865,KENNEBEC CO.,,07/10/1972,1630,Tornado,0,F1,0,0,2500,0,ME,CST,,,C,11,,0,0,,,1,30,0,,0,,,07/10/1972,1630,44.75,-70.83,,,,,153
10044866,OXFORD CO.,,07/24/1972,1700,Tornado,0,F1,0,0,2500,0,ME,CST,,,C,17,,0,0,,,0.1,20,0,,0,,,07/24/1972,1700,43.83,-70.63,,,,,154
10044867,CUMBERLAND CO.,,07/25/1972,1200,Hail,2,,0,0,0,0,ME,CST,,,C,5,,0,0,,,0,0,0,,0,,,07/25/1972,1200,43.88,-70.58,,,,,155
10044868,AROOSTOOK CO.,,06/09/1973,1340,Hail,1.75,,0,0,0,0,ME,CST,,,C,3,,0,0,,,0,0,0,,0,,,06/09/1973,1340,46.6,-67.9,,,,,156
10044869,CO.,,06/09/1973,1430,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,0,,0,0,,,0,0,0,,0,,,06/09/1973,1430,44.22,-69.4,,,,,157
10044870,YORK CO.,,06/11/1973,1800,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,31,,0,0,,,0,0,0,,0,,,06/11/1973,1800,43.4,-70.5,,,,,158
10044871,FRANKLIN CO.,,06/12/1973,1400,Tornado,0,F1,0,0,25000,0,ME,CST,,,C,7,,0,0,,,1,100,0,,0,,,06/12/1973,1400,44.68,-70.23,,,,,159
10044872,WASHINGTON CO.,,06/21/1973,1815,Tornado,0,F0,0,0,0,0,ME,CST,,,C,29,,0,0,,,0,33,0,,0,,,06/21/1973,1815,46.92,-68.08,,,,,160
10044873,AROOSTOOK CO.,,06/24/1973,1600,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,3,,0,0,,,0,0,0,,0,,,06/24/1973,1600,47.22,-68.58,,,,,161
10044874,AROOSTOOK CO.,,07/20/1973,1630,Hail,0.75,,0,0,0,0,ME,CST,,,C,3,,0,0,,,0,0,0,,0,,,07/20/1973,1630,46.8,-68.2,,,,,162
10044875,AROOSTOOK CO.,,07/20/1973,1630,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,3,,0,0,,,0,0,0,,0,,,07/20/1973,1630,46.8,-68.2,,,,,163
10044876,CO.,,07/27/1973,1830,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,0,,0,0,,,0,0,0,,0,,,07/27/1973,1830,44.97,-70.78,,,,,164
10044877,FRANKLIN CO.,,08/10/1973,1745,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,7,,0,0,,,0,0,0,,0,,,08/10/1973,1745,44.72,-70.15,,,,,165
10044878,KENNEBEC CO.,,08/28/1973,200,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,11,,0,0,,,0,0,0,,0,,,08/28/1973,200,44.32,-69.75,,,,,166
10044879,YORK CO.,,08/28/1973,1130,Hail,1.5,,0,0,0,0,ME,CST,,,C,31,,0,0,,,0,0,0,,0,,,08/28/1973,1130,43.73,-70.72,,,,,167
10044880,YORK CO.,,08/28/1973,1230,Tornado,0,F0,0,0,0,0,ME,CST,,,C,31,,0,0,,,0,33,0,,0,,,08/28/1973,1230,43.4,-70.5,,,,,168
10044881,HANCOCK CO.,,09/06/1973,1400,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,9,,0,0,,,0,0,0,,0,,,09/06/1973,1400,44.63,-68.83,,,,,169
10044882,AROOSTOOK CO.,,01/31/1974,1909,Thunderstorm Wind,50,,0,0,0,0,ME,CST,,,C,3,,0,0,,,0,0,0,,0,,,01/31/1974,1909,46.87,-68.02,,,,,170
10044883,CUMBERLAND CO.,,06/22/1974,1330,Tornado,0,F1,0,1,2500,0,ME,CST,,,C,5,,0,0,,,0.1,7,0,,0,,,06/22/1974,1330,43.58,-70.32,,,,,171
10044884,CUMBERLAND CO.,,07/04/1974,1530,Hail,1.75,,0,0,0,0,ME,CST,,,C,5,,0,0,,,0,0,0,,0,,,07/04/1974,1530,44,-70.52,,,,,172
10043558,CUMBERLAND CO.,,07/04/1974,1530,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,5,,0,0,,,0,0,0,,0,,,07/04/1974,1530,44,-70.52,,,,,173
10043557,CUMBERLAND CO.,,07/04/1974,1530,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,5,,0,0,,,0,0,0,,0,,,07/04/1974,1530,43.83,-70.43,,,,,174
10044886,OXFORD CO.,,07/04/1974,1530,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,17,,0,0,,,0,0,0,,0,,,07/04/1974,1530,44.02,-70.98,,,,,175
10044885,OXFORD CO.,,07/04/1974,1530,Hail,1.75,,0,0,0,0,ME,CST,,,C,17,,0,0,,,0,0,0,,0,,,07/04/1974,1530,44.02,-70.98,,,,,176
10043771,SAGADAHOC CO.,,07/04/1974,1615,Thunderstorm Wind,55,,0,0,0,0,ME,CST,,,C,23,,0,0,,,0,0,0,,0,,,07/04/1974,1615,43.92,-69.88,,,,,177
10043772,AROOSTOOK CO.,,08/19/1974,1624,Thunderstorm Wind,53,,0,0,0,0,ME,CST,,,C,3,,0,0,,,0,0,0,,0,,,08/19/1974,1624,46.87,-68.02,,,,,178
10043773,SOMERSET CO.,,08/24/1974,1225,Hail,1.75,,0,0,0,0,ME,CST,,,C,25,,0,0,,,0,0,0,,0,,,08/24/1974,1225,44.77,-69.72,,,,,179
10043774,SOMERSET CO.,,08/24/1974,1305,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,25,,0,0,,,0,0,0,,0,,,08/24/1974,1305,44.77,-69.37,,,,,180
10043775,SAGADAHOC CO.,,08/24/1974,1445,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,23,,0,0,,,0,0,0,,0,,,08/24/1974,1445,44.02,-69.9,,,,,181
10043776,LINCOLN CO.,,08/24/1974,1520,Hail,0.75,,0,0,0,0,ME,CST,,,C,15,,0,0,,,0,0,0,,0,,,08/24/1974,1520,44,-69.67,,,,,182
10043777,OXFORD CO.,,09/29/1974,1500,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,17,,0,0,,,0,0,0,,0,,,09/29/1974,1500,44.22,-70.53,,,,,183
10043778,KENNEBEC CO.,,09/29/1974,1530,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,11,,0,0,,,0,0,0,,0,,,09/29/1974,1530,44.32,-69.75,,,,,184
10043779,FRANKLIN CO.,,09/29/1974,1530,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,7,,0,0,,,0,0,0,,0,,,09/29/1974,1530,44.67,-70.15,,,,,185
10043780,CUMBERLAND CO.,,09/29/1974,1600,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,5,,0,0,,,0,0,0,,0,,,09/29/1974,1600,43.9,-69.97,,,,,186
10043781,KENNEBEC CO.,,05/20/1975,1500,Hail,0.75,,0,0,0,0,ME,CST,,,C,11,,0,0,,,0,0,0,,0,,,05/20/1975,1500,44.55,-69.63,,,,,187
10043782,KENNEBEC CO.,,05/20/1975,1500,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,11,,0,0,,,0,0,0,,0,,,05/20/1975,1500,44.55,-69.63,,,,,188
10043783,AROOSTOOK CO.,,07/08/1975,1600,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,3,,0,0,,,0,0,0,,0,,,07/08/1975,1600,46.78,-68.15,,,,,189
10043784,KENNEBEC CO.,,07/13/1975,1430,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,11,,0,0,,,0,0,0,,0,,,07/13/1975,1430,44.37,-70.03,,,,,190
10043785,ANDROSCOGGIN CO.,,07/14/1975,1500,Tornado,0,F0,0,0,2500,0,ME,CST,,,C,1,,0,0,,,0,33,0,,0,,,07/14/1975,1500,44.17,-70.37,,,,,191
10043786,ANDROSCOGGIN CO.,,07/14/1975,1500,Hail,0.75,,0,0,0,0,ME,CST,,,C,1,,0,0,,,0,0,0,,0,,,07/14/1975,1500,44.17,-70.37,,,,,192
10043787,PENOBSCOT CO.,,07/20/1975,1500,Hail,0.75,,0,0,0,0,ME,CST,,,C,19,,0,0,,,0,0,0,,0,,,07/20/1975,1500,45.65,-68.7,,,,,193
10043788,PENOBSCOT CO.,,07/20/1975,1500,Thunderstorm Wind,50,,0,0,0,0,ME,CST,,,C,19,,0,0,,,0,0,0,,0,,,07/20/1975,1500,45.65,-68.7,,,,,194
10043789,PISCATAQUIS CO.,,07/25/1975,1745,Tornado,0,F1,0,0,25000,0,ME,CST,,,C,21,,0,0,,,1.8,300,0,,0,,,07/25/1975,1745,45.73,-68.93,,,,,195
10043790,FRANKLIN CO.,,08/02/1975,1700,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,7,,0,0,,,0,0,0,,0,,,08/02/1975,1700,44.8,-70.12,,,,,196
10043791,FRANKLIN CO.,,08/02/1975,1710,Hail,0.75,,0,0,0,0,ME,CST,,,C,7,,0,0,,,0,0,0,,0,,,08/02/1975,1710,44.8,-70.12,,,,,197
10043792,KENNEBEC CO.,,08/12/1975,1400,Hail,1,,0,0,0,0,ME,CST,,,C,11,,0,0,,,0,0,0,,0,,,08/12/1975,1400,44.27,-69.75,,,,,198
10043793,FRANKLIN CO.,,08/12/1975,1530,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,7,,0,0,,,0,0,0,,0,,,08/12/1975,1530,44.63,-70.02,,,,,199
10043794,FRANKLIN CO.,,08/12/1975,1540,Hail,0.75,,0,0,0,0,ME,CST,,,C,7,,0,0,,,0,0,0,,0,,,08/12/1975,1540,44.58,-70.22,,,,,200
10043795,HANCOCK CO.,,11/08/1975,1945,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,9,,0,0,,,0,0,0,,0,,,11/08/1975,1945,44.38,-68.17,,,,,201
10043796,SOMERSET CO.,,05/19/1976,1400,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,25,,0,0,,,0,0,0,,0,,,05/19/1976,1400,44.77,-69.72,,,,,202
10043797,AROOSTOOK CO.,,05/19/1976,1400,Thunderstorm Wind,65,,0,0,0,0,ME,CST,,,C,3,,0,0,,,0,0,0,,0,,,05/19/1976,1400,46.63,-68.4,,,,,203
10043798,ANDROSCOGGIN CO.,,06/29/1976,1500,Hail,1.75,,0,0,0,0,ME,CST,,,C,1,,0,0,,,0,0,0,,0,,,06/29/1976,1500,44.25,-70.25,,,,,204
10043799,FRANKLIN CO.,,06/29/1976,1530,Hail,0.75,,0,0,0,0,ME,CST,,,C,7,,0,0,,,0,0,0,,0,,,06/29/1976,1530,44.53,-70.45,,,,,205
10043800,YORK CO.,,08/13/1976,1800,Tornado,0,,0,2,250000,0,ME,CST,,,C,31,,0,0,,,0.3,50,0,,0,,,08/13/1976,1800,43.32,-70.58,,,,,206
10043801,AROOSTOOK CO.,,05/25/1977,1300,Hail,0.75,,0,0,0,0,ME,CST,,,C,3,MT,0,0,,,0,0,0,,0,,,05/25/1977,1300,47.25,-68.6,,,,,207
10043802,CUMBERLAND CO.,,07/07/1977,1715,Hail,0.75,,0,0,0,0,ME,CST,,,C,5,ATA,0,0,,,0,0,0,,0,,,07/07/1977,1715,43.9,-69.93,,,,,208
10043803,CUMBERLAND CO.,,07/21/1977,1400,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,5,NG,0,0,,,0,0,0,,0,,,07/21/1977,1400,43.9,-70.47,,,,,209
10043804,CUMBERLAND CO.,,08/01/1977,1300,Hail,0.75,,0,0,0,0,ME,CST,,,C,5,,0,0,,,0,0,0,,0,,,08/01/1977,1300,43.98,-70.3,,,,,210
10043805,CUMBERLAND CO.,,08/01/1977,1300,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,5,ATA,0,0,,,0,0,0,,0,,,08/01/1977,1300,43.9,-70.47,,,,,211
10043806,HANCOCK CO.,,08/14/1977,2030,Tornado,0,F1,0,0,25000,0,ME,CST,,,C,9,,0,0,,,0.3,67,0,,0,,,08/14/1977,2030,44.3,-68.67,,,,,212
10043807,OXFORD CO.,,05/06/1978,1115,Tornado,0,F0,0,0,250,0,ME,CST,,,C,17,,0,0,,,0.1,10,0,,0,,,05/06/1978,1115,44.55,-70.53,,,,,213
10043808,CUMBERLAND CO.,,06/29/1978,1830,Hail,0.75,,0,0,0,0,ME,CST,,,C,5,ATA,0,0,,,0,0,0,,0,,,06/29/1978,1830,43.73,-70.55,,,,,214
10043809,OXFORD CO.,,07/09/1978,1123,Hail,1,,0,0,0,0,ME,CST,,,C,17,NG,0,0,,,0,0,0,,0,,,07/09/1978,1123,44.42,-70.78,,,,,215
10043810,AROOSTOOK CO.,,07/23/1978,1200,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,3,T,0,0,,,0,0,0,,0,,,07/23/1978,1200,45.88,-67.83,,,,,216
10043811,AROOSTOOK CO.,,07/23/1978,1230,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,3,T,0,0,,,0,0,0,,0,,,07/23/1978,1230,46.12,-67.83,,,,,217
10043812,PENOBSCOT CO.,,07/23/1978,1400,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,19,T,0,0,,,0,0,0,,0,,,07/23/1978,1400,44.8,-68.82,,,,,218
10043813,OXFORD CO.,,07/23/1978,1400,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,17,T,0,0,,,0,0,0,,0,,,07/23/1978,1400,44.5,-70.25,,,,,219
10043814,FRANKLIN CO.,,07/23/1978,1500,Tornado,0,F1,0,0,0,0,ME,CST,,,C,7,,0,0,,,0.2,40,0,,0,,,07/23/1978,1500,44.97,-70.13,,,,,220
10043815,CUMBERLAND CO.,,04/06/1979,1010,Thunderstorm Wind,50,,0,0,0,0,ME,CST,,,C,5,S,0,0,,,0,0,0,,0,,,04/06/1979,1010,43.67,-70.27,,,,,221
10043816,CUMBERLAND CO.,,08/30/1979,1400,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,5,MT,0,0,,,0,0,0,,0,,,08/30/1979,1400,43.67,-70.27,,,,,222
10043817,PENOBSCOT CO.,,06/25/1980,1300,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,19,NG,0,0,,,0,0,0,,0,,,06/25/1980,1300,45.37,-68.5,,,,,223
10043818,PENOBSCOT CO.,,06/25/1980,1715,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,19,ATA,0,0,,,0,0,0,,0,,,06/25/1980,1715,44.8,-68.77,,,,,224
10043819,KENNEBEC CO.,,06/26/1980,1300,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,11,NG,0,0,,,0,0,0,,0,,,06/26/1980,1300,44.55,-69.63,,,,,225
10043820,SOMERSET CO.,,07/11/1980,1330,Hail,1,,0,0,0,0,ME,CST,,,C,25,T,0,0,,,0,0,0,,0,,,07/11/1980,1330,45.05,-69.9,,,,,226
10043821,OXFORD CO.,,07/11/1980,1345,Hail,1.75,,0,0,0,0,ME,CST,,,C,17,T,0,0,,,0,0,0,,0,,,07/11/1980,1345,44.55,-70.53,,,,,227
10043822,OXFORD CO.,,07/11/1980,1600,Hail,2.5,,0,0,0,0,ME,CST,,,C,17,T,0,0,,,0,0,0,,0,,,07/11/1980,1600,44.43,-70.32,,,,,228
10043823,CUMBERLAND CO.,,07/12/1980,1700,Hail,1,,0,0,0,0,ME,CST,,,C,5,T,0,0,,,0,0,0,,0,,,07/12/1980,1700,43.68,-70.43,,,,,229
10043824,OXFORD CO.,,07/12/1980,1812,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,17,T,0,0,,,0,0,0,,0,,,07/12/1980,1812,44.13,-70.48,,,,,230
10043825,KENNEBEC CO.,,08/31/1980,1645,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,11,ATA,0,0,,,0,0,0,,0,,,08/31/1980,1645,44.52,-69.63,,,,,231
10043826,CUMBERLAND CO.,,06/04/1981,1600,Thunderstorm Wind,61,,0,0,0,0,ME,CST,,,C,5,T,0,0,,,0,0,0,,0,,,06/04/1981,1600,43.8,-70.42,,,,,232
10043827,FRANKLIN CO.,,06/06/1981,1130,Hail,1,,0,0,0,0,ME,CST,,,C,7,NG,0,0,,,0,0,0,,0,,,06/06/1981,1130,45.22,-70.48,,,,,233
10043828,OXFORD CO.,,06/06/1981,1245,Tornado,0,F1,0,0,25000,0,ME,CST,,,C,17,,0,0,,,0.1,17,0,,0,,,06/06/1981,1245,44.32,-70.57,,,,,234
10043829,OXFORD CO.,,06/06/1981,1300,Thunderstorm Wind,52,,0,0,0,0,ME,CST,,,C,17,T,0,0,,,0,0,0,,0,,,06/06/1981,1300,44.5,-70.4,,,,,235
10043831,FRANKLIN CO.,,06/06/1981,1300,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,7,T,0,0,,,0,0,0,,0,,,06/06/1981,1300,44.73,-70.42,,,,,236
10043830,KENNEBEC CO.,,06/06/1981,1300,Thunderstorm Wind,50,,0,0,0,0,ME,CST,,,C,11,S,0,0,,,0,0,0,,0,,,06/06/1981,1300,44.32,-69.8,,,,,237
10043832,PENOBSCOT CO.,,07/08/1981,1920,Thunderstorm Wind,60,,0,0,0,0,ME,CST,,,C,19,S,0,0,,,0,0,0,,0,,,07/08/1981,1920,44.8,-68.83,,,,,238
10043833,YORK CO.,,09/22/1981,1530,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,31,ATA,0,0,,,0,0,0,,0,,,09/22/1981,1530,43.38,-70.55,,,,,239
10043834,PISCATAQUIS CO.,,07/17/1982,1430,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,21,T,0,0,,,0,0,0,,0,,,07/17/1982,1430,45.47,-69.1,,,,,240
10043835,PISCATAQUIS CO.,,07/17/1982,1430,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,21,ATA,0,0,,,0,0,0,,0,,,07/17/1982,1430,45.82,-69.28,,,,,241
10043836,PISCATAQUIS CO.,,07/17/1982,1600,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,21,ATA,0,0,,,0,0,0,,0,,,07/17/1982,1600,45.82,-69.28,,,,,242
10043837,ANDROSCOGGIN CO.,,07/19/1982,1225,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,1,ATA,0,0,,,0,0,0,,0,,,07/19/1982,1225,44.07,-70.38,,,,,243
10043838,ANDROSCOGGIN CO.,,07/19/1982,1240,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,1,MT,0,0,,,0,0,0,,0,,,07/19/1982,1240,44.07,-70.38,,,,,244
10046920,LINCOLN CO.,,07/19/1982,1315,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,15,MT,0,0,,,0,0,0,,0,,,07/19/1982,1315,44.03,-69.53,,,,,245
10043839,ANDROSCOGGIN CO.,,07/19/1982,1315,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,1,ATA,0,0,,,0,0,0,,0,,,07/19/1982,1315,44.1,-70.23,,,,,246
10046921,ANDROSCOGGIN CO.,,07/19/1982,1330,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,1,ATA,0,0,,,0,0,0,,0,,,07/19/1982,1330,44.1,-70.2,,,,,247
10042447,ANDROSCOGGIN CO.,,07/19/1982,1340,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,1,ATA,0,0,,,0,0,0,,0,,,07/19/1982,1340,44.1,-70.23,,,,,248
10042448,ANDROSCOGGIN CO.,,07/19/1982,1400,Thunderstorm Wind,0,,0,0,0,0,ME,CST,,,C,1,ATA,0,0,,,0,0,0,,0,,,07/19/1982,1400,44.12,-70.1,,,,,249
